"site_code","Site","Date","Turbidity","TSS","ChlA","TC","TN","DOC","DTN","pH","ANC","SC","Na","NH4","K","Mg","Ca","F","Cl","NO3","PO4","SO4","Field_DO_mgL","Field_Cond_µS_cm","Field_Temp_C","Lat","Long","Campaign","location_type","watershed","burn_status","WQ_sensor","flow_gauge_source","flow_gauge_id","distance_upstream_km","Watershed_Level","Buffer_Level","FCW_number","ROSS_number","chla_volume_ml","Year","time_mst","DT_mst_char","data_source"
"JOER","Joe Wright Reservoir",2021-10-26,4,109.63,2.24,,,4.01,0.14,6.99,423.31,50.32,1.52,0.01,0.69,1.42,6.27,0.15,0.56,0.05,0,3.93,,,,40.55593744,-105.8749619,"Chambers Complex","Reservoir","Joe Wright Reservoir","Partially Burned",,,,93.218,0.048734263332836585,0.006530548628428928,1209,,,2021,,,"ROSS"
"CBRI","Chambers Inlet",2021-10-26,3.5,23.06,1.22,,,4.67,0.2,7.24,541.29,60.19,2.3,0.01,0.93,1.38,6.18,0.08,1.06,0.3,0,3.66,,,,40.57795281,-105.8572773,"Chambers Complex","Inflow","Chambers Reservoir","Burned","ROSS","USGS","6746110",90.13,0.11067457970644089,0.3299053356282272,1210,,,2021,,,"ROSS"
"BMD","Barnes Meadow Outflow",2021-10-26,15,2.02,1.01,,,7.46,0.38,6.99,518.47,66.97,2.57,0.03,1.36,0.84,5.38,0.07,1.79,0.15,0,11.25,,,,40.600376,-105.836378,"Chambers Complex","Outflow","Barnes Meadow Reservoir","Burned",,"Greeley",,84.049,0.4490768485927012,0.1845300397739167,1211,,,2021,,,"ROSS"
"BRNR","Barnes Meadow Reservoir",2021-10-26,4,4,3.34,,,7.58,0.34,7.08,523.99,71.34,2.55,0.02,1.35,0.85,6.45,0.05,1.77,0.01,0,11.03,,,,40.599908,-105.830604,"Chambers Complex","Reservoir","Barnes Meadow Reservoir","Burned",,,,85.149,0.4490768485927012,0.1845300397739167,1212,,,2021,,,"ROSS"
"CBRR","Chambers Reservoir",2021-10-26,5.5,1.82,2.08,,,4.33,0.18,7.15,459.11,44.74,1.69,0.01,0.9,0.71,3.65,0.08,0.76,0.09,0,4.08,,,,40.603457,-105.845931,"Chambers Complex","Reservoir","Chambers Reservoir","Burned",,,"na",87.814,0.19135067209931075,0.3299053356282272,1213,,,2021,,,"ROSS"
"CHD","Chambers Outflow",2021-10-26,3.5,1.82,2.41,,,4.49,0.2,7.19,468.46,46.51,1.74,0.01,0.92,0.73,3.73,0.07,0.75,0.09,0,4.12,,,,40.60233229,-105.8427286,"Chambers Complex","Outflow","Chambers Reservoir","Burned","ROSS","CDWR","JWCCHACO",86.049,0.19135067209931075,0.3299053356282272,1214,,,2021,,,"ROSS"
"JWC","JWC-Joe Wright @ Aspen Glen Campground",2021-11-05,,,,,,3.76,0.2,7.25,467.04,47.29,1.94,0.05,0.9,0.74,3.69,0.07,1.04,0.15,0,4.25,,,,40.61988,-105.81937,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1241,,,2021,,,"ROSS"
"PJW","Poudre Above Joe Wright",2021-11-05,,2.89,,,,2.82,0.47,7.45,273.76,35.64,2.1,0.02,0.64,0.61,2.6,0.05,0.83,1.24,0,3.69,,,,40.634114,-105.807264,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1242,,,2021,,,"ROSS"
"PSF","Poudre Below S. Fork",2021-11-05,,,,,,3.9,0.2,7.51,381.79,51.52,3.76,0.02,0.95,1.11,4.14,0.09,1.63,0.23,0,4.59,,,,40.694953,-105.448748,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,33.951,,,1245,,,2021,,,"ROSS"
"PBR","Poudre Below Rustic",2021-11-05,,,,,,4.06,0.25,7.35,396.57,53.84,3.7,0.03,1.04,1.16,4.25,0.05,1.69,0.35,0,4.75,,,,40.700221,-105.544028,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV","Fort Collins",,47.262,,,1246,,,2021,,,"ROSS"
"SFM","Poudre South Fork",2021-11-05,,,,,,2.81,0.26,7.59,359.06,39.13,3.22,0.01,0.6,0.71,2.6,0.08,0.69,0.52,0,2.95,,,,40.61825,-105.525583,"South Fork","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11531",53.476,,,1247,,,2021,,,"ROSS"
"PNF","Poudre Above North Fork",2021-11-05,,,,,,4.51,0.18,7.6,563.48,61.47,2.46,0.01,1.09,1.84,4.46,0.16,1.08,0.07,0,5.53,,,,40.702459,-105.241588,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV",,,7.471,,,1249,,,2021,,,"ROSS"
"JWC","JWC-Joe Wright @ Aspen Glen Campground",2021-11-29,,,,,,3.84,0.18,6.99,439.46,51.8,2.18,0.03,0.98,0.85,4.34,0.06,1.13,0.03,0,4.4,,,,40.61988,-105.81937,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1263,,,2021,,,"ROSS"
"PJW","Poudre Above Joe Wright",2021-11-29,,,,,,2.68,0.52,7.34,284.01,39.08,2.83,0.04,0.67,0.66,2.91,0.08,0.82,1.63,0,3.7,,,,40.634114,-105.807264,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1264,,,2021,,,"ROSS"
"PBR","Poudre Below Rustic",2021-11-29,,,,,,3.91,0.3,7.3,435.73,60.89,3.76,0.05,1.08,1.24,4.5,0.05,1.73,0.49,0,4.84,,,,40.700221,-105.544028,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV","Fort Collins",,47.262,,,1266,,,2021,,,"ROSS"
"SFM","Poudre South Fork",2021-11-29,,,,,,2.71,0.29,7.58,360.91,38.94,2.94,0.05,0.61,0.74,2.69,0.08,0.68,0.55,0,2.99,,,,40.61825,-105.525583,"South Fork","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11531",53.476,,,1267,,,2021,,,"ROSS"
"PSF","Poudre Below S. Fork",2021-11-29,,,,,,3.98,0.26,7.21,376.08,54.74,4.01,0.03,1.11,1.26,4.65,0.11,1.88,0.36,0,5.07,,,,40.694953,-105.448748,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,33.951,,,1268,,,2021,,,"ROSS"
"PNF","Poudre Above North Fork",2021-12-03,,,,,,2.17,0.15,7.51,390.52,47.56,2.61,0.01,0.93,1.62,4.1,0.07,0.94,0.11,0,1.85,,,,40.702459,-105.241588,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV",,,7.471,,,1280,,,2021,,,"ROSS"
"JWC","JWC-Joe Wright @ Aspen Glen Campground",2021-12-14,,,,,,3.91,0.25,7.52,482.43,56.7,2.09,0.01,0.91,0.84,4.12,0.06,1.13,0.05,0,4.57,,,,40.61988,-105.81937,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1281,,,2021,,,"ROSS"
"PJW","Poudre Above Joe Wright",2021-12-14,,0,,,,2.69,0.56,7.38,335.82,41.67,2.48,0.02,0.64,0.65,2.9,0.07,0.81,1.64,0,3.51,,,,40.634114,-105.807264,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1282,,,2021,,,"ROSS"
"PBR","Poudre Below Rustic",2021-12-14,,,,,,4.34,0.36,7.61,639.28,67.39,3.3,0.02,1.15,1.28,4.83,0.09,1.82,0.56,0,5.23,,,,40.700221,-105.544028,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV","Fort Collins",,47.262,,,1284,,,2021,,,"ROSS"
"SFM","Poudre South Fork",2021-12-14,,,,,,2.72,0.28,6.73,363.75,38.82,2.87,0.02,0.61,0.74,2.74,0.14,0.71,0.6,0,3.15,,,,40.61825,-105.525583,"South Fork","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11531",53.476,,,1286,,,2021,,,"ROSS"
"PSF","Poudre Below S. Fork",2021-12-14,,,,,,4.2,0.31,7.65,599.27,64.76,3.47,0.02,1.09,1.26,4.71,0.09,1.87,0.54,0,5.39,,,,40.694953,-105.448748,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,33.951,,,1287,,,2021,,,"ROSS"
"SFM","Poudre South Fork",2022-01-28,2.92,5.1,,,,2.88,0.32,6.78,400.84,51.47,3.6,0.04,0.59,1.76,3.2,0.06,0.82,0.84,0,3.21,,,,40.61825,-105.525583,"South Fork","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11531",53.476,,,1299,,,2022,12:20:00,"2022-01-28 12:20:00","ROSS"
"JWC","JWC-Joe Wright @ Aspen Glen Campground",2022-02-03,0.44,0.4,,,,4.54,0.3,7.11,513.6,81.14,2.44,0.06,1.08,4.16,9.86,0.06,1.31,0.29,0,5.81,,,,40.61988,-105.81937,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1306,,,2022,11:21:00,"2022-02-03 11:21:00","ROSS"
"PJW","Poudre Above Joe Wright",2022-02-03,1.12,2,,,,3.02,0.6,7.26,349.18,49.62,3.06,0.05,0.71,1.11,6.2,0.05,0.84,1.5,0,3.17,,,,40.634114,-105.807264,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1307,,,2022,11:45:00,"2022-02-03 11:45:00","ROSS"
"PBR","Poudre Below Rustic",2022-02-03,0.93,0.36,,,,4.53,0.39,7.31,662.08,85.17,3.82,0.05,1.21,3.09,8.48,0.07,1.99,0.79,0,5.47,,,,40.700221,-105.544028,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV","Fort Collins",,47.262,,,1308,,,2022,12:45:00,"2022-02-03 12:45:00","ROSS"
"PSF","Poudre Below S. Fork",2022-02-03,13.67,18.92,,,,4.18,0.36,7.31,626.5,81.39,3.86,0.05,1.06,3.17,8.14,0.07,1.83,0.8,0,5.15,,,,40.694953,-105.448748,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,33.951,,,1309,,,2022,13:05:00,"2022-02-03 13:05:00","ROSS"
"PNF","Poudre Above North Fork",2022-02-03,3.2,2.71,,,,5.09,0.34,7.46,785.22,115.26,4.81,0.04,1.15,4.41,14.01,0.06,3.13,0.73,0,6.25,,,,40.702459,-105.241588,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV",,,7.471,,,1311,,,2022,14:20:00,"2022-02-03 14:20:00","ROSS"
"JWC","JWC-Joe Wright @ Aspen Glen Campground",2022-03-01,1.33,0.6,,,,4.67,0.3,7.52,553.39,68.45,2.43,0.04,1.14,1.81,7.1,0.04,1.33,0.23,0,6.19,,,,40.61988,-105.81937,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1318,,,2022,10:15:00,"2022-03-01 10:15:00","ROSS"
"PJW","Poudre Above Joe Wright",2022-03-01,0.81,2.8,,,,2.7,0.53,7.23,392.38,50.81,3.53,0.04,0.78,0.97,4.95,0.02,0.84,1.45,0,3.16,,,,40.634114,-105.807264,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1319,,,2022,10:45:00,"2022-03-01 10:45:00","ROSS"
"PBR","Poudre Below Rustic",2022-03-01,3.51,6.67,,,,3.99,0.29,7.6,636.48,78.65,3.46,0.05,1.14,2.09,8.83,0.06,1.94,0.61,0,5.18,,,,40.700221,-105.544028,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV","Fort Collins",,47.262,,,1324,,,2022,13:30:00,"2022-03-01 13:30:00","ROSS"
"PSF","Poudre Below S. Fork",2022-03-01,4.08,3.2,,,,3.57,0.26,7.48,554.39,69.35,3.62,0.03,1.01,1.75,7.02,0.07,1.82,0.54,0,4.83,,,,40.694953,-105.448748,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,33.951,,,1325,,,2022,13:45:00,"2022-03-01 13:45:00","ROSS"
"PNF","Poudre Above North Fork",2022-03-01,15.37,43.8,,,,4.12,0.17,7.68,658.99,83.52,4.02,0.04,1,2.41,9.26,0.08,2.86,0.27,0,5.35,,,,40.702459,-105.241588,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV",,,7.471,,,1327,,,2022,14:40:00,"2022-03-01 14:40:00","ROSS"
"PBD","Poudre at Bellvue Diversion",2022-03-01,9.02,23.4,,,,4.82,0.22,7.77,845,82.83,4.77,0.05,0.98,2.28,8.26,0.11,3.68,0.37,0,5.79,,,,40.664519,-105.22419,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","CDWR","CLAFTCCO",0,,,1328,,,2022,15:00:00,"2022-03-01 15:00:00","ROSS"
"JWC","JWC-Joe Wright @ Aspen Glen Campground",2022-03-28,0.84,2.37,,,,4.59,0.24,7.46,542.11,75,2.96,0.04,1.21,1.26,9.24,0.03,2.19,0.28,0,7.78,,,,40.61988,-105.81937,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1329,,,2022,11:45:00,"2022-03-28 11:45:00","ROSS"
"PJW","Poudre Above Joe Wright",2022-03-28,1.64,3.42,,,,3.03,0.88,7.12,365.37,52.07,2.76,0.05,0.91,0.98,5.28,0.03,1.06,3.51,0,3.98,,,,40.634114,-105.807264,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1330,,,2022,12:00:00,"2022-03-28 12:00:00","ROSS"
"PBR","Poudre Below Rustic",2022-03-28,0.95,0.91,,,,4.1,0.46,7.44,587.97,76.83,3.72,0.04,1.1,1.92,7.85,0.06,2.12,1.34,0,5.91,,,,40.700221,-105.544028,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV","Fort Collins",,47.262,,,1335,,,2022,14:10:00,"2022-03-28 14:10:00","ROSS"
"PSF","Poudre Below S. Fork",2022-03-28,19.19,19.18,,,,4.06,0.57,7.53,576.78,81.52,3.84,0.04,1.06,1.82,8.17,0.06,2.03,1.75,0,5.82,,,,40.694953,-105.448748,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,33.951,,,1336,,,2022,14:30:00,"2022-03-28 14:30:00","ROSS"
"PNF","Poudre Above North Fork",2022-03-28,21.49,31.18,,,,4.11,0.34,7.55,663.68,90.36,3.69,0.04,1.07,2.15,8.68,0.07,2.98,0.78,0,6.01,,,,40.702459,-105.241588,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV",,,7.471,,,1338,,,2022,15:10:00,"2022-03-28 15:10:00","ROSS"
"PBD","Poudre at Bellvue Diversion",2022-03-28,7.24,31.48,,,,5.16,0.25,7.68,823.26,106.28,5.06,0.06,1.1,2.9,14.51,0.12,4.1,0.24,0,7.23,,,,40.664519,-105.22419,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","CDWR","CLAFTCCO",0,,,1339,,,2022,15:35:00,"2022-03-28 15:35:00","ROSS"
"BEAV","Beaver",2022-03-31,4.09,14.69,,,,2.8,0.78,6.84,330.16,50.96,3.44,0.06,0.77,1.02,4.41,0.03,1.13,3.03,0,3.9,,,,40.579336,-105.5940998,"South Fork","Stream","CLP Tributary - Upper","Burned",,,,61.499,,,1340,,,2022,10:10:00,"2022-03-31 10:10:00","ROSS"
"SFM","Poudre South Fork",2022-03-31,13.83,34.34,,,,3.32,1.01,7.03,450.91,67.17,4.21,0.05,0.94,1.48,5.48,0.09,1.6,3.55,0,5.63,,,,40.61825,-105.525583,"South Fork","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11531",53.476,,,1343,,,2022,11:40:00,"2022-03-31 11:40:00","ROSS"
"BEAV","Beaver",2022-04-19,0.86,5.61,,,,4.65,0.72,7.04,349.47,51.64,6.41,0.02,0.78,0.73,3.37,0.03,0.99,2.28,0,4.15,,,,40.579336,-105.5940998,"South Fork","Stream","CLP Tributary - Upper","Burned",,,,61.499,,,1348,,,2022,,,"ROSS"
"SFM","Poudre South Fork",2022-04-19,4.85,22.47,,,,3.56,0.76,7.29,455.49,66.46,5.64,0.01,0.84,1.68,5.74,0.12,1.25,2.92,0,5.34,,,,40.61825,-105.525583,"South Fork","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11531",53.476,,,1351,,,2022,,,"ROSS"
"JWC","JWC-Joe Wright @ Aspen Glen Campground",2022-04-27,0.64,0.54,,,,5.21,0.57,7.73,578.79,77.35,1.59,0.02,1.33,1.99,10.01,0.04,2,1.55,0,6.37,,,,40.61988,-105.81937,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1361,,,2022,09:15:00,"2022-04-27 09:15:00","ROSS"
"PJW","Poudre Above Joe Wright",2022-04-27,3.83,2.52,,,,4.57,1.39,7.37,328.32,41.66,2.88,0.01,0.85,0.89,3.69,0.03,0.84,0.14,0,3.2,,,,40.634114,-105.807264,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1362,,,2022,09:25:00,"2022-04-27 09:25:00","ROSS"
"PBR","Poudre Below Rustic",2022-04-27,8.91,12.66,,,,4.82,1.28,7.66,536.67,86.45,4.38,0.01,1.35,2.65,8.8,0.05,2,4.86,0,6.88,,,,40.700221,-105.544028,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV","Fort Collins",,47.262,,,1367,,,2022,11:50:00,"2022-04-27 11:50:00","ROSS"
"PSF","Poudre Below S. Fork",2022-04-27,13.68,17.86,,,,4.92,1.26,7.62,522.14,84,3.85,0.03,1.34,2.66,8.16,0.05,1.93,4.73,0,6.85,,,,40.694953,-105.448748,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,33.951,,,1368,,,2022,12:10:00,"2022-04-27 12:10:00","ROSS"
"PNF","Poudre Above North Fork",2022-04-27,24.98,27.81,,,,4.67,1.16,7.63,537.99,82.52,4.84,0.03,1.03,1.99,8.73,0.07,2.27,4.39,0,7.12,,,,40.702459,-105.241588,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV",,,7.471,,,1370,,,2022,13:00:00,"2022-04-27 13:00:00","ROSS"
"PBD","Poudre at Bellvue Diversion",2022-04-27,20.36,42.91,,,,5.09,1.12,7.75,605.86,106,6.67,0.03,1.32,2.26,9.53,0.08,2.71,4.18,0,7.22,,,,40.664519,-105.22419,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","CDWR","CLAFTCCO",0,,,1371,,,2022,13:30:00,"2022-04-27 13:30:00","ROSS"
"BEAV","Beaver",2022-05-11,2.01,8.04,,,,3.99,1.21,6.69,210.93,44.69,2.08,0.01,1,0.54,5.37,0.02,1,4.3,0,4.27,,,,40.579336,-105.5940998,"South Fork","Stream","CLP Tributary - Upper","Burned",,,,61.499,,,1388,,,2022,11:45:00,"2022-05-11 11:45:00","ROSS"
"SFM","Poudre South Fork",2022-05-13,12.94,39.25,,,,4.23,0.86,6.97,512.08,63.87,4.89,0.01,0.88,1.74,5.61,0.08,1.21,1.22,0,5.44,,,,40.61825,-105.525583,"South Fork","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","Larimer County","11531",53.476,,,1393,,,2022,12:00:00,"2022-05-13 12:00:00","ROSS"
"JWC","JWC-Joe Wright @ Aspen Glen Campground",2022-05-16,2.57,3.73,3.51,,,4.87,0.81,7.3,531.56,70.14,1.75,0.02,1.44,1.89,8.71,0.05,1.85,0.28,0,6.11,,,,40.61988,-105.81937,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1394,,,2022,09:50:00,"2022-05-16 09:50:00","ROSS"
"PJW","Poudre Above Joe Wright",2022-05-16,4.33,14.9,1.02,,,5.19,1.04,7.28,293.28,39.74,2.78,0.03,0.8,0.7,4,0.06,0.86,0.18,0,3,,,,40.634114,-105.807264,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1395,,,2022,10:30:00,"2022-05-16 10:30:00","ROSS"
"SLEP","Poudre at Sleeping Elephant",2022-05-16,,21.79,1.18,,,5.51,0.92,6.95,393.55,52.29,1.67,0.01,0.94,1.56,6.21,0.02,0.83,1.23,0,3.88,,,,40.682439,-105.771986,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,73.161,,,1396,,,2022,11:00:00,"2022-05-16 11:00:00","ROSS"
"PBR","Poudre Below Rustic",2022-05-16,22.41,113.86,1.29,,,5.09,0.96,7.59,485.8,76.91,3.78,0.02,1.1,2,7.45,0.04,2.12,0.6,0,7.21,,,,40.700221,-105.544028,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV","Fort Collins",,47.262,,,1397,,,2022,11:40:00,"2022-05-16 11:40:00","ROSS"
"PSF","Poudre Below S. Fork",2022-05-16,107.27,148.25,1.13,,,4.98,0.99,7.37,570.77,77.58,3.44,0.03,1.03,2.1,8,0.06,1.88,1.22,0,5.98,,,,40.694953,-105.448748,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,33.951,,,1398,,,2022,12:51:00,"2022-05-16 12:51:00","ROSS"
"PNF","Poudre Above North Fork",2022-05-16,142.21,260.64,1.43,,,4.83,1.01,7.64,580.34,78.57,5.02,0.04,0.99,2.11,7.88,0.05,1.99,1.22,0,6.45,,,,40.702459,-105.241588,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV",,,7.471,,,1399,,,2022,13:45:00,"2022-05-16 13:45:00","ROSS"
"PBD","Poudre at Bellvue Diversion",2022-05-16,123.67,247.74,2.13,,,5.21,0.96,7.74,680.28,89.1,6.22,0.02,1.2,2.12,8.99,0.1,2.45,0.28,0,7.1,,,,40.664519,-105.22419,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","CDWR","CLAFTCCO",0,,,1400,,,2022,14:17:00,"2022-05-16 14:17:00","ROSS"
"BEAV","Beaver",2022-05-23,1.53,6.27,,,,3.8,1,6.99,221.41,39.21,1.9,0.04,0.76,0.65,4.66,0.02,0.82,3.13,0,3.74,,,,40.579336,-105.5940998,"South Fork","Stream","CLP Tributary - Upper","Burned",,,,61.499,,,1408,,,2022,14:00:00,"2022-05-23 14:00:00","ROSS"
"JWC","JWC-Joe Wright @ Aspen Glen Campground",2022-05-31,2.24,5.4,4.38,,,3.99,0.71,7.29,482.58,59.06,1.91,0.05,1.04,1.78,6.6,0.02,1.33,0.27,0,4,,,,40.61988,-105.81937,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1422,,,2022,10:00:00,"2022-05-31 10:00:00","ROSS"
"PJW","Poudre Above Joe Wright",2022-05-31,1.31,3.2,0.64,,,4.24,0.7,6.92,212.37,31.3,1.25,0.01,0.67,0.71,3.9,0.02,0.46,1.74,0,2.35,,,,40.634114,-105.807264,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,80.916,,,1423,,,2022,10:30:00,"2022-05-31 10:30:00","ROSS"
"SLEP","Poudre at Sleeping Elephant",2022-05-31,,3.8,2.02,,,4.13,0.61,7.04,312.24,45.07,1.54,0.01,0.81,1.5,5.13,0.02,0.8,1.51,0,3.02,,,,40.682439,-105.771986,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,73.161,,,1424,,,2022,11:00:00,"2022-05-31 11:00:00","ROSS"
"PBR","Poudre Below Rustic",2022-05-31,24.87,38.3,0.96,,,4.06,0.6,7.31,368.45,52.15,1.91,0.01,0.85,2,5.45,0.02,1.89,1.55,0,5.37,,,,40.700221,-105.544028,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV","Fort Collins",,47.262,,,1425,,,2022,11:50:00,"2022-05-31 11:50:00","ROSS"
"PSF","Poudre Below S. Fork",2022-05-31,13.87,24.4,1,,,3.96,0.57,6.94,397.14,52.14,1.74,0.01,0.8,2,4.91,0.02,0.84,1.42,0,3.11,,,,40.694953,-105.448748,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned",,,,33.951,,,1426,,,2022,12:30:00,"2022-05-31 12:30:00","ROSS"
"PNF","Poudre Above North Fork",2022-05-31,8.57,21.31,0.87,,,3.98,0.56,7.25,474.36,59.57,3.87,0.04,0.82,1.94,5.18,0.03,0.99,1.49,0,3.26,,,,40.702459,-105.241588,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","FCGOV",,,7.471,,,1428,,,2022,13:10:00,"2022-05-31 13:10:00","ROSS"
"PBD","Poudre at Bellvue Diversion",2022-05-31,38.21,95.1,0.82,,,3.96,0.56,7.47,429.34,59.18,4.03,0.01,0.82,1.9,5.61,0.03,1.17,1.47,0,5.33,,,,40.664519,-105.22419,"Mainstem","Mainstem","CLP Mainstem - Upper","Partially Burned","ROSS","CDWR","CLAFTCCO",0,,,1430,,,2022,13:53:00,"2022-05-31 13:53:00","ROSS"
"JOER","Joe Wright Reservoir",2022-06-01,0.81,0.99,,,,3.4,0.36,7.15,339.03,46.24,1.64,0.02,0.69,1.31,5.77,0.02,1.25,0.67,0,2.91,,,,40.55593744,-105.8749619,"Chambers Complex","Reservoir","Joe Wright Reservoir","Partially Burned",,,,93.218,0.048734263332836585,0.006530548628428928,1443,,,2022,09:20:00,"2022-06-01 09:20:00","ROSS"
"JOEI","Joe Wright Inlet",2022-06-01,1.13,0.1,0.11,,,3.22,0.24,7.25,409.22,49.65,1.53,0.01,0.6,1,6.38,0.03,0.83,0.33,0,3.91,,,,40.54013102,-105.8831698,"Chambers Complex","Inflow","Joe Wright Reservoir","Unburned","ROSS","USGS","6746095",95.264,0,0.006530548628428928,1442,,,2022,09:50:00,"2022-06-01 09:50:00","ROSS"
"CBRI","Chambers Inlet",2022-06-01,1.09,2.74,0.35,,,3.19,0.41,7.26,399.35,52.17,1.82,0.03,0.84,1.33,6.1,0.06,1.13,1.11,0,3.2,,,,40.57795281,-105.8572773,"Chambers Complex","Inflow","Chambers Reservoir","Burned","ROSS","USGS","6746110",90.13,0.11067457970644089,0.3299053356282272,1444,,,2022,10:20:00,"2022-06-01 10:20:00","ROSS"
"BRNR","Barnes Meadow Reservoir",2022-06-01,0.37,1.31,3.93,,,5.13,0.45,7.29,455.23,64.41,1.98,0.02,1.22,1.23,8.01,0.01,1.58,0.15,0,7.01,,,,40.599908,-105.830604,"Chambers Complex","Reservoir","Barnes Meadow Reservoir","Burned",,,,85.149,0.4490768485927012,0.1845300397739167,1446,,,2022,11:15:00,"2022-06-01 11:15:00","ROSS"
"BMD","Barnes Meadow Outflow",2022-06-01,1.52,0.56,6.27,,,5.17,0.55,7.19,468.61,64.68,2,0.02,1.22,1,8.03,0.01,1.56,0.72,0,7.07,,,,40.600376,-105.836378,"Chambers Complex","Outflow","Barnes Meadow Reservoir","Burned",,"Greeley",,84.049,0.4490768485927012,0.1845300397739167,1447,,,2022,11:40:00,"2022-06-01 11:40:00","ROSS"
"CBRR","Chambers Reservoir",2022-06-01,1.79,5.3,10.23,,,3.7,0.64,7.32,425.4,55.35,1.91,0.02,1.13,0.68,7.11,0.07,1.27,1.91,0,3.88,,,,40.603457,-105.845931,"Chambers Complex","Reservoir","Chambers Reservoir","Burned",,,"na",87.814,0.19135067209931075,0.3299053356282272,1448,,,2022,12:02:00,"2022-06-01 12:02:00","ROSS"
